row_count,field_count,field_name_values,issuedate_min,issuedate_max,new_class_unique_count,new_class_unique_values,new_type_unique_count,new_type_unique_values,usetype_unique_count,usetype_values,units_unique_count,units_unique_values,value_unique_count,value_unique_values,sqft_unique_count,sqft_unique_values,nbrhood_unique_count,nbrhood_unique_values
,,,,,,,,,,,,,,89596,,3660,,
,,,,,,,,,,,,,,89666,,3662,,
,,,,,,,,,,,,,,89679,,3663,,
,,,,,,,,,,,,,,89719,,3665,,
,,,,,,,,,,,,,,89726,,3668,,
,,,,,,,,,,,,,,89793,,3669,,
,,,,,,,,,,,,,,89799,,3672,,
,,,,,,,,,,,,,,89856,,3673,,
,,,,,,,,,,,,,,89863,,3677,,
,,,,,,,,,,,,,,89873,,3678,,
,,,,,,,,,,,,,,89896,,3679,,
,,,,,,,,,,,,,,89915,,3680,,
,,,,,,,,,,,,,,89926,,3681,,
,,,,,,,,,,,,,,89954,,3682,,
,,,,,,,,,,,,,,89970,,3684,,
,,,,,,,,,,,,,,89971,,3685,,
,,,,,,,,,,,,,,89999,,3686,,
,,,,,,,,,,,,,,90000,,3688,,
,,,,,,,,,,,,,,90023,,3689,,
,,,,,,,,,,,,,,90073,,3690,,
,,,,,,,,,,,,,,90110,,3692,,
,,,,,,,,,,,,,,90125,,3693,,
,,,,,,,,,,,,,,90159,,3694,,
,,,,,,,,,,,,,,90163,,3696,,
,,,,,,,,,,,,,,90179,,3697,,
,,,,,,,,,,,,,,90197,,3698,,
,,,,,,,,,,,,,,90250,,3700,,
,,,,,,,,,,,,,,90291,,3701,,
,,,,,,,,,,,,,,90298,,3702,,
,,,,,,,,,,,,,,90327,,3708,,
,,,,,,,,,,,,,,90336,,3709,,
,,,,,,,,,,,,,,90342,,3712,,
,,,,,,,,,,,,,,90343,,3714,,
,,,,,,,,,,,,,,90344,,3715,,
,,,,,,,,,,,,,,90370,,3716,,
,,,,,,,,,,,,,,90383,,3717,,
,,,,,,,,,,,,,,90384,,3719,,
,,,,,,,,,,,,,,90385,,3720,,
,,,,,,,,,,,,,,90444,,3721,,
,,,,,,,,,,,,,,90496,,3722,,
,,,,,,,,,,,,,,90510,,3725,,
,,,,,,,,,,,,,,90515,,3726,,
,,,,,,,,,,,,,,90517,,3728,,
,,,,,,,,,,,,,,90556,,3729,,
,,,,,,,,,,,,,,90562,,3733,,
,,,,,,,,,,,,,,90564,,3734,,
,,,,,,,,,,,,,,90604,,3735,,
,,,,,,,,,,,,,,90627,,3736,,
,,,,,,,,,,,,,,90652,,3738,,
,,,,,,,,,,,,,,90668,,3739,,
,,,,,,,,,,,,,,90731,,3743,,
,,,,,,,,,,,,,,90736,,3745,,
,,,,,,,,,,,,,,90757,,3749,,
,,,,,,,,,,,,,,90767,,3750,,
,,,,,,,,,,,,,,90793,,3751,,
,,,,,,,,,,,,,,90817,,3752,,
,,,,,,,,,,,,,,90823,,3753,,
,,,,,,,,,,,,,,90842,,3754,,
,,,,,,,,,,,,,,90870,,3755,,
,,,,,,,,,,,,,,90882,,3757,,
,,,,,,,,,,,,,,90890,,3758,,
,,,,,,,,,,,,,,90919,,3760,,
,,,,,,,,,,,,,,90929,,3761,,
,,,,,,,,,,,,,,90947,,3762,,
,,,,,,,,,,,,,,90968,,3763,,
,,,,,,,,,,,,,,90987,,3765,,
,,,,,,,,,,,,,,91017,,3767,,
,,,,,,,,,,,,,,91085,,3768,,
,,,,,,,,,,,,,,91102,,3770,,
,,,,,,,,,,,,,,91163,,3772,,
,,,,,,,,,,,,,,91164,,3773,,
,,,,,,,,,,,,,,91171,,3776,,
,,,,,,,,,,,,,,91196,,3778,,
,,,,,,,,,,,,,,91199,,3779,,
,,,,,,,,,,,,,,91201,,3780,,
,,,,,,,,,,,,,,91235,,3783,,
,,,,,,,,,,,,,,91287,,3784,,
,,,,,,,,,,,,,,91290,,3785,,
,,,,,,,,,,,,,,91329,,3786,,
,,,,,,,,,,,,,,91360,,3788,,
,,,,,,,,,,,,,,91377,,3789,,
,,,,,,,,,,,,,,91384,,3790,,
,,,,,,,,,,,,,,91386,,3791,,
,,,,,,,,,,,,,,91403,,3792,,
,,,,,,,,,,,,,,91489,,3795,,
,,,,,,,,,,,,,,91499,,3799,,
,,,,,,,,,,,,,,91544,,3800,,
,,,,,,,,,,,,,,91548,,3801,,
,,,,,,,,,,,,,,91552,,3802,,
,,,,,,,,,,,,,,91555,,3803,,
,,,,,,,,,,,,,,91573,,3805,,
,,,,,,,,,,,,,,91578,,3807,,
,,,,,,,,,,,,,,91579,,3808,,
,,,,,,,,,,,,,,91601,,3809,,
,,,,,,,,,,,,,,91626,,3810,,
,,,,,,,,,,,,,,91657,,3811,,
,,,,,,,,,,,,,,91676,,3815,,
,,,,,,,,,,,,,,91698,,3816,,
,,,,,,,,,,,,,,91701,,3818,,
,,,,,,,,,,,,,,91733,,3819,,
,,,,,,,,,,,,,,91738,,3820,,
,,,,,,,,,,,,,,91757,,3821,,
,,,,,,,,,,,,,,91760,,3822,,
,,,,,,,,,,,,,,91767,,3828,,
,,,,,,,,,,,,,,91783,,3829,,
,,,,,,,,,,,,,,91798,,3831,,
,,,,,,,,,,,,,,91845,,3833,,
,,,,,,,,,,,,,,91996,,3835,,
,,,,,,,,,,,,,,92004,,3837,,
,,,,,,,,,,,,,,92091,,3840,,
,,,,,,,,,,,,,,92092,,3841,,
,,,,,,,,,,,,,,92094,,3842,,
,,,,,,,,,,,,,,92120,,3844,,
,,,,,,,,,,,,,,92214,,3845,,
,,,,,,,,,,,,,,92278,,3846,,
,,,,,,,,,,,,,,92300,,3847,,
,,,,,,,,,,,,,,92376,,3850,,
,,,,,,,,,,,,,,92397,,3851,,
,,,,,,,,,,,,,,92400,,3853,,
,,,,,,,,,,,,,,92424,,3855,,
,,,,,,,,,,,,,,92437,,3862,,
,,,,,,,,,,,,,,92450,,3863,,
,,,,,,,,,,,,,,92459,,3864,,
,,,,,,,,,,,,,,92470,,3865,,
,,,,,,,,,,,,,,92473,,3866,,
,,,,,,,,,,,,,,92479,,3867,,
,,,,,,,,,,,,,,92540,,3868,,
,,,,,,,,,,,,,,92558,,3869,,
,,,,,,,,,,,,,,92585,,3871,,
,,,,,,,,,,,,,,92739,,3874,,
,,,,,,,,,,,,,,92750,,3875,,
,,,,,,,,,,,,,,92759,,3876,,
,,,,,,,,,,,,,,92787,,3878,,
,,,,,,,,,,,,,,92803,,3880,,
,,,,,,,,,,,,,,92824,,3881,,
,,,,,,,,,,,,,,92868,,3882,,
,,,,,,,,,,,,,,92919,,3883,,
,,,,,,,,,,,,,,92954,,3886,,
,,,,,,,,,,,,,,92975,,3887,,
,,,,,,,,,,,,,,92992,,3888,,
,,,,,,,,,,,,,,93017,,3889,,
,,,,,,,,,,,,,,93023,,3890,,
,,,,,,,,,,,,,,93031,,3892,,
,,,,,,,,,,,,,,93048,,3894,,
,,,,,,,,,,,,,,93077,,3896,,
,,,,,,,,,,,,,,93089,,3897,,
,,,,,,,,,,,,,,93127,,3898,,
,,,,,,,,,,,,,,93140,,3900,,
,,,,,,,,,,,,,,93170,,3901,,
,,,,,,,,,,,,,,93195,,3902,,
,,,,,,,,,,,,,,93209,,3906,,
,,,,,,,,,,,,,,93250,,3908,,
,,,,,,,,,,,,,,93282,,3910,,
,,,,,,,,,,,,,,93366,,3911,,
,,,,,,,,,,,,,,93367,,3915,,
,,,,,,,,,,,,,,93480,,3920,,
,,,,,,,,,,,,,,93538,,3921,,
,,,,,,,,,,,,,,93542,,3923,,
,,,,,,,,,,,,,,93567,,3924,,
,,,,,,,,,,,,,,93593,,3928,,
,,,,,,,,,,,,,,93601,,3929,,
,,,,,,,,,,,,,,93608,,3930,,
,,,,,,,,,,,,,,93610,,3933,,
,,,,,,,,,,,,,,93626,,3935,,
,,,,,,,,,,,,,,93643,,3937,,
,,,,,,,,,,,,,,93660,,3938,,
,,,,,,,,,,,,,,93685,,3940,,
,,,,,,,,,,,,,,93688,,3941,,
,,,,,,,,,,,,,,93718,,3942,,
,,,,,,,,,,,,,,93722,,3943,,
,,,,,,,,,,,,,,93732,,3947,,
,,,,,,,,,,,,,,93738,,3948,,
,,,,,,,,,,,,,,93739,,3950,,
,,,,,,,,,,,,,,93754,,3952,,
,,,,,,,,,,,,,,93842,,3953,,
,,,,,,,,,,,,,,93849,,3955,,
,,,,,,,,,,,,,,93850,,3959,,
,,,,,,,,,,,,,,93867,,3960,,
,,,,,,,,,,,,,,93898,,3964,,
,,,,,,,,,,,,,,93916,,3966,,
,,,,,,,,,,,,,,93933,,3970,,
,,,,,,,,,,,,,,93960,,3971,,
,,,,,,,,,,,,,,93965,,3972,,
,,,,,,,,,,,,,,93973,,3975,,
,,,,,,,,,,,,,,94000,,3976,,
,,,,,,,,,,,,,,94018,,3977,,
,,,,,,,,,,,,,,94020,,3978,,
,,,,,,,,,,,,,,94030,,3979,,
,,,,,,,,,,,,,,94038,,3982,,
,,,,,,,,,,,,,,94059,,3986,,
,,,,,,,,,,,,,,94060,,3987,,
,,,,,,,,,,,,,,94127,,3989,,
,,,,,,,,,,,,,,94137,,3990,,
,,,,,,,,,,,,,,94141,,3993,,
,,,,,,,,,,,,,,94163,,3998,,
,,,,,,,,,,,,,,94228,,3999,,
,,,,,,,,,,,,,,94241,,4000,,
,,,,,,,,,,,,,,94248,,4001,,
,,,,,,,,,,,,,,94259,,4002,,
,,,,,,,,,,,,,,94279,,4003,,
,,,,,,,,,,,,,,94298,,4004,,
,,,,,,,,,,,,,,94311,,4008,,
,,,,,,,,,,,,,,94328,,4016,,
,,,,,,,,,,,,,,94379,,4017,,
,,,,,,,,,,,,,,94386,,4018,,
,,,,,,,,,,,,,,94392,,4019,,
,,,,,,,,,,,,,,94394,,4020,,
,,,,,,,,,,,,,,94395,,4023,,
,,,,,,,,,,,,,,94431,,4026,,
,,,,,,,,,,,,,,94432,,4030,,
,,,,,,,,,,,,,,94433,,4031,,
,,,,,,,,,,,,,,94502,,4032,,
,,,,,,,,,,,,,,94528,,4033,,
,,,,,,,,,,,,,,94529,,4035,,
,,,,,,,,,,,,,,94540,,4037,,
,,,,,,,,,,,,,,94553,,4041,,
,,,,,,,,,,,,,,94585,,4042,,
,,,,,,,,,,,,,,94670,,4043,,
,,,,,,,,,,,,,,94693,,4045,,
,,,,,,,,,,,,,,94707,,4046,,
,,,,,,,,,,,,,,94719,,4049,,
,,,,,,,,,,,,,,94723,,4050,,
,,,,,,,,,,,,,,94743,,4051,,
,,,,,,,,,,,,,,94764,,4052,,
,,,,,,,,,,,,,,94768,,4054,,
,,,,,,,,,,,,,,94780,,4056,,
,,,,,,,,,,,,,,94800,,4057,,
,,,,,,,,,,,,,,94826,,4058,,
,,,,,,,,,,,,,,94835,,4063,,
,,,,,,,,,,,,,,94893,,4066,,
,,,,,,,,,,,,,,94912,,4068,,
,,,,,,,,,,,,,,94962,,4070,,
,,,,,,,,,,,,,,94995,,4073,,
,,,,,,,,,,,,,,95000,,4074,,
,,,,,,,,,,,,,,95012,,4078,,
,,,,,,,,,,,,,,95013,,4080,,
,,,,,,,,,,,,,,95023,,4082,,
,,,,,,,,,,,,,,95025,,4085,,
,,,,,,,,,,,,,,95036,,4086,,
,,,,,,,,,,,,,,95048,,4087,,
,,,,,,,,,,,,,,95050,,4088,,
,,,,,,,,,,,,,,95070,,4090,,
,,,,,,,,,,,,,,95088,,4091,,
,,,,,,,,,,,,,,95101,,4094,,
,,,,,,,,,,,,,,95119,,4095,,
,,,,,,,,,,,,,,95172,,4096,,
,,,,,,,,,,,,,,95189,,4097,,
,,,,,,,,,,,,,,95218,,4098,,
,,,,,,,,,,,,,,95232,,4100,,
,,,,,,,,,,,,,,95261,,4102,,
,,,,,,,,,,,,,,95281,,4103,,
,,,,,,,,,,,,,,95308,,4105,,
,,,,,,,,,,,,,,95311,,4110,,
,,,,,,,,,,,,,,95313,,4111,,
,,,,,,,,,,,,,,95317,,4113,,
,,,,,,,,,,,,,,95330,,4114,,
,,,,,,,,,,,,,,95335,,4115,,
,,,,,,,,,,,,,,95381,,4116,,
,,,,,,,,,,,,,,95389,,4117,,
,,,,,,,,,,,,,,95395,,4121,,
,,,,,,,,,,,,,,95490,,4126,,
,,,,,,,,,,,,,,95495,,4127,,
,,,,,,,,,,,,,,95548,,4129,,
,,,,,,,,,,,,,,95555,,4132,,
,,,,,,,,,,,,,,95566,,4136,,
,,,,,,,,,,,,,,95578,,4137,,
,,,,,,,,,,,,,,95591,,4141,,
,,,,,,,,,,,,,,95636,,4143,,
,,,,,,,,,,,,,,95643,,4145,,
,,,,,,,,,,,,,,95662,,4146,,
,,,,,,,,,,,,,,95732,,4147,,
,,,,,,,,,,,,,,95736,,4148,,
,,,,,,,,,,,,,,95769,,4150,,
,,,,,,,,,,,,,,95789,,4151,,
,,,,,,,,,,,,,,95792,,4152,,
,,,,,,,,,,,,,,95807,,4154,,
,,,,,,,,,,,,,,95810,,4159,,
,,,,,,,,,,,,,,95840,,4160,,
,,,,,,,,,,,,,,95852,,4162,,
,,,,,,,,,,,,,,95861,,4164,,
,,,,,,,,,,,,,,95879,,4166,,
,,,,,,,,,,,,,,95895,,4167,,
,,,,,,,,,,,,,,95921,,4174,,
,,,,,,,,,,,,,,95934,,4176,,
,,,,,,,,,,,,,,95958,,4180,,
,,,,,,,,,,,,,,96037,,4181,,
,,,,,,,,,,,,,,96053,,4185,,
,,,,,,,,,,,,,,96081,,4186,,
,,,,,,,,,,,,,,96091,,4190,,
,,,,,,,,,,,,,,96108,,4192,,
,,,,,,,,,,,,,,96132,,4193,,
,,,,,,,,,,,,,,96221,,4197,,
,,,,,,,,,,,,,,96230,,4198,,
,,,,,,,,,,,,,,96259,,4200,,
,,,,,,,,,,,,,,96283,,4202,,
,,,,,,,,,,,,,,96302,,4204,,
,,,,,,,,,,,,,,96328,,4206,,
,,,,,,,,,,,,,,96329,,4207,,
,,,,,,,,,,,,,,96344,,4209,,
,,,,,,,,,,,,,,96375,,4210,,
,,,,,,,,,,,,,,96420,,4212,,
,,,,,,,,,,,,,,96442,,4216,,
,,,,,,,,,,,,,,96474,,4219,,
,,,,,,,,,,,,,,96493,,4222,,
,,,,,,,,,,,,,,96521,,4223,,
,,,,,,,,,,,,,,96544,,4224,,
,,,,,,,,,,,,,,96550,,4225,,
,,,,,,,,,,,,,,96573,,4226,,
,,,,,,,,,,,,,,96580,,4233,,
,,,,,,,,,,,,,,96581,,4234,,
,,,,,,,,,,,,,,96586,,4240,,
,,,,,,,,,,,,,,96589,,4241,,
,,,,,,,,,,,,,,96637,,4242,,
,,,,,,,,,,,,,,96684,,4243,,
,,,,,,,,,,,,,,96698,,4244,,
,,,,,,,,,,,,,,96717,,4245,,
,,,,,,,,,,,,,,96732,,4248,,
,,,,,,,,,,,,,,96767,,4249,,
,,,,,,,,,,,,,,96861,,4250,,
,,,,,,,,,,,,,,96915,,4252,,
,,,,,,,,,,,,,,96938,,4255,,
,,,,,,,,,,,,,,96945,,4256,,
,,,,,,,,,,,,,,96967,,4258,,
,,,,,,,,,,,,,,96973,,4261,,
,,,,,,,,,,,,,,97035,,4265,,
,,,,,,,,,,,,,,97046,,4267,,
,,,,,,,,,,,,,,97063,,4269,,
,,,,,,,,,,,,,,97071,,4270,,
,,,,,,,,,,,,,,97076,,4274,,
,,,,,,,,,,,,,,97077,,4275,,
,,,,,,,,,,,,,,97090,,4280,,
,,,,,,,,,,,,,,97095,,4281,,
,,,,,,,,,,,,,,97105,,4282,,
,,,,,,,,,,,,,,97148,,4284,,
,,,,,,,,,,,,,,97156,,4292,,
,,,,,,,,,,,,,,97331,,4294,,
,,,,,,,,,,,,,,97362,,4295,,
,,,,,,,,,,,,,,97388,,4296,,
,,,,,,,,,,,,,,97411,,4299,,
,,,,,,,,,,,,,,97440,,4300,,
,,,,,,,,,,,,,,97459,,4302,,
,,,,,,,,,,,,,,97463,,4305,,
,,,,,,,,,,,,,,97474,,4313,,
,,,,,,,,,,,,,,97496,,4315,,
,,,,,,,,,,,,,,97540,,4316,,
,,,,,,,,,,,,,,97559,,4317,,
,,,,,,,,,,,,,,97574,,4319,,
,,,,,,,,,,,,,,97624,,4320,,
,,,,,,,,,,,,,,97642,,4321,,
,,,,,,,,,,,,,,97654,,4322,,
,,,,,,,,,,,,,,97685,,4324,,
,,,,,,,,,,,,,,97704,,4328,,
,,,,,,,,,,,,,,97705,,4329,,
,,,,,,,,,,,,,,97802,,4336,,
,,,,,,,,,,,,,,97817,,4338,,
,,,,,,,,,,,,,,97880,,4340,,
,,,,,,,,,,,,,,97893,,4341,,
,,,,,,,,,,,,,,97904,,4342,,
,,,,,,,,,,,,,,97915,,4343,,
,,,,,,,,,,,,,,97942,,4346,,
,,,,,,,,,,,,,,97948,,4350,,
,,,,,,,,,,,,,,97990,,4352,,
,,,,,,,,,,,,,,98005,,4353,,
,,,,,,,,,,,,,,98014,,4358,,
,,,,,,,,,,,,,,98016,,4360,,
,,,,,,,,,,,,,,98026,,4364,,
,,,,,,,,,,,,,,98135,,4365,,
,,,,,,,,,,,,,,98140,,4366,,
,,,,,,,,,,,,,,98163,,4368,,
,,,,,,,,,,,,,,98179,,4371,,
,,,,,,,,,,,,,,98198,,4372,,
,,,,,,,,,,,,,,98212,,4374,,
,,,,,,,,,,,,,,98221,,4375,,
,,,,,,,,,,,,,,98222,,4376,,
,,,,,,,,,,,,,,98229,,4377,,
,,,,,,,,,,,,,,98230,,4383,,
,,,,,,,,,,,,,,98245,,4386,,
,,,,,,,,,,,,,,98246,,4388,,
,,,,,,,,,,,,,,98251,,4398,,
,,,,,,,,,,,,,,98253,,4399,,
,,,,,,,,,,,,,,98255,,4400,,
,,,,,,,,,,,,,,98281,,4402,,
,,,,,,,,,,,,,,98320,,4407,,
,,,,,,,,,,,,,,98394,,4410,,
,,,,,,,,,,,,,,98415,,4411,,
,,,,,,,,,,,,,,98417,,4414,,
,,,,,,,,,,,,,,98436,,4416,,
,,,,,,,,,,,,,,98452,,4417,,
,,,,,,,,,,,,,,98472,,4421,,
,,,,,,,,,,,,,,98507,,4424,,
,,,,,,,,,,,,,,98555,,4429,,
,,,,,,,,,,,,,,98596,,4430,,
,,,,,,,,,,,,,,98615,,4432,,
,,,,,,,,,,,,,,98618,,4438,,
,,,,,,,,,,,,,,98650,,4446,,
,,,,,,,,,,,,,,98674,,4447,,
,,,,,,,,,,,,,,98683,,4448,,
,,,,,,,,,,,,,,98696,,4449,,
,,,,,,,,,,,,,,98721,,4451,,
,,,,,,,,,,,,,,98727,,4456,,
,,,,,,,,,,,,,,98736,,4458,,
,,,,,,,,,,,,,,98739,,4461,,
,,,,,,,,,,,,,,98749,,4464,,
,,,,,,,,,,,,,,98796,,4466,,
,,,,,,,,,,,,,,98804,,4469,,
,,,,,,,,,,,,,,98835,,4479,,
,,,,,,,,,,,,,,98878,,4480,,
,,,,,,,,,,,,,,98899,,4481,,
,,,,,,,,,,,,,,98904,,4483,,
,,,,,,,,,,,,,,98920,,4485,,
,,,,,,,,,,,,,,98937,,4488,,
,,,,,,,,,,,,,,98951,,4492,,
,,,,,,,,,,,,,,98965,,4494,,
,,,,,,,,,,,,,,98983,,4500,,
,,,,,,,,,,,,,,98997,,4503,,
,,,,,,,,,,,,,,99010,,4504,,
,,,,,,,,,,,,,,99046,,4510,,
,,,,,,,,,,,,,,99056,,4518,,
,,,,,,,,,,,,,,99061,,4519,,
,,,,,,,,,,,,,,99065,,4520,,
,,,,,,,,,,,,,,99073,,4522,,
,,,,,,,,,,,,,,99102,,4524,,
,,,,,,,,,,,,,,99139,,4525,,
,,,,,,,,,,,,,,99156,,4526,,
,,,,,,,,,,,,,,99226,,4528,,
,,,,,,,,,,,,,,99227,,4529,,
,,,,,,,,,,,,,,99245,,4540,,
,,,,,,,,,,,,,,99297,,4541,,
,,,,,,,,,,,,,,99312,,4544,,
,,,,,,,,,,,,,,99330,,4550,,
,,,,,,,,,,,,,,99402,,4552,,
,,,,,,,,,,,,,,99418,,4560,,
,,,,,,,,,,,,,,99421,,4569,,
,,,,,,,,,,,,,,99423,,4574,,
,,,,,,,,,,,,,,99532,,4577,,
,,,,,,,,,,,,,,99598,,4580,,
,,,,,,,,,,,,,,99652,,4583,,
,,,,,,,,,,,,,,99674,,4584,,
,,,,,,,,,,,,,,99680,,4589,,
,,,,,,,,,,,,,,99688,,4590,,
,,,,,,,,,,,,,,99732,,4592,,
,,,,,,,,,,,,,,99759,,4594,,
,,,,,,,,,,,,,,99761,,4598,,
,,,,,,,,,,,,,,99779,,4600,,
,,,,,,,,,,,,,,99781,,4608,,
,,,,,,,,,,,,,,99812,,4610,,
,,,,,,,,,,,,,,99839,,4615,,
,,,,,,,,,,,,,,99840,,4617,,
,,,,,,,,,,,,,,99868,,4619,,
,,,,,,,,,,,,,,99884,,4621,,
,,,,,,,,,,,,,,99900,,4625,,
,,,,,,,,,,,,,,99951,,4629,,
,,,,,,,,,,,,,,99963,,4638,,
,,,,,,,,,,,,,,100000,,4640,,
,,,,,,,,,,,,,,100006,,4641,,
,,,,,,,,,,,,,,100009,,4643,,
,,,,,,,,,,,,,,100030,,4644,,
,,,,,,,,,,,,,,100045,,4645,,
,,,,,,,,,,,,,,100052,,4648,,
,,,,,,,,,,,,,,100056,,4649,,
,,,,,,,,,,,,,,100063,,4650,,
,,,,,,,,,,,,,,100116,,4652,,
,,,,,,,,,,,,,,100119,,4655,,
,,,,,,,,,,,,,,100148,,4657,,
,,,,,,,,,,,,,,100149,,4658,,
,,,,,,,,,,,,,,100160,,4660,,
,,,,,,,,,,,,,,100176,,4662,,
,,,,,,,,,,,,,,100217,,4663,,
,,,,,,,,,,,,,,100233,,4665,,
,,,,,,,,,,,,,,100352,,4666,,
,,,,,,,,,,,,,,100367,,4669,,
,,,,,,,,,,,,,,100397,,4679,,
,,,,,,,,,,,,,,100400,,4680,,
,,,,,,,,,,,,,,100430,,4684,,
,,,,,,,,,,,,,,100439,,4686,,
,,,,,,,,,,,,,,100451,,4687,,
,,,,,,,,,,,,,,100461,,4688,,
,,,,,,,,,,,,,,100522,,4690,,
,,,,,,,,,,,,,,100523,,4694,,
,,,,,,,,,,,,,,100531,,4695,,
,,,,,,,,,,,,,,100534,,4696,,
,,,,,,,,,,,,,,100544,,4698,,
,,,,,,,,,,,,,,100577,,4700,,
,,,,,,,,,,,,,,100578,,4704,,
,,,,,,,,,,,,,,100579,,4706,,
,,,,,,,,,,,,,,100584,,4720,,
,,,,,,,,,,,,,,100636,,4724,,
,,,,,,,,,,,,,,100655,,4736,,
,,,,,,,,,,,,,,100658,,4740,,
,,,,,,,,,,,,,,100692,,4742,,
,,,,,,,,,,,,,,100696,,4745,,
,,,,,,,,,,,,,,100712,,4746,,
,,,,,,,,,,,,,,100715,,4748,,
,,,,,,,,,,,,,,100720,,4749,,
,,,,,,,,,,,,,,100773,,4750,,
,,,,,,,,,,,,,,100796,,4752,,
,,,,,,,,,,,,,,100800,,4759,,
,,,,,,,,,,,,,,100872,,4768,,
,,,,,,,,,,,,,,100882,,4771,,
,,,,,,,,,,,,,,100901,,4772,,
,,,,,,,,,,,,,,100926,,4773,,
,,,,,,,,,,,,,,100927,,4775,,
,,,,,,,,,,,,,,100960,,4779,,
,,,,,,,,,,,,,,101041,,4780,,
,,,,,,,,,,,,,,101082,,4781,,
,,,,,,,,,,,,,,101114,,4782,,
,,,,,,,,,,,,,,101182,,4784,,
,,,,,,,,,,,,,,101190,,4789,,
,,,,,,,,,,,,,,101212,,4790,,
,,,,,,,,,,,,,,101221,,4791,,
,,,,,,,,,,,,,,101225,,4793,,
,,,,,,,,,,,,,,101273,,4796,,
,,,,,,,,,,,,,,101314,,4800,,
,,,,,,,,,,,,,,101323,,4802,,
,,,,,,,,,,,,,,101342,,4803,,
,,,,,,,,,,,,,,101345,,4804,,
,,,,,,,,,,,,,,101347,,4806,,
,,,,,,,,,,,,,,101362,,4808,,
,,,,,,,,,,,,,,101364,,4809,,
,,,,,,,,,,,,,,101420,,4811,,
,,,,,,,,,,,,,,101489,,4812,,
,,,,,,,,,,,,,,101510,,4813,,
,,,,,,,,,,,,,,101515,,4814,,
,,,,,,,,,,,,,,101541,,4815,,
,,,,,,,,,,,,,,101618,,4816,,
,,,,,,,,,,,,,,101640,,4819,,
,,,,,,,,,,,,,,101644,,4824,,
,,,,,,,,,,,,,,101675,,4829,,
,,,,,,,,,,,,,,101676,,4832,,
,,,,,,,,,,,,,,101678,,4833,,
,,,,,,,,,,,,,,101682,,4834,,
,,,,,,,,,,,,,,101689,,4837,,
,,,,,,,,,,,,,,101696,,4838,,
,,,,,,,,,,,,,,101713,,4840,,
,,,,,,,,,,,,,,101740,,4844,,
,,,,,,,,,,,,,,101750,,4845,,
,,,,,,,,,,,,,,101785,,4847,,
,,,,,,,,,,,,,,101825,,4861,,
,,,,,,,,,,,,,,101886,,4864,,
,,,,,,,,,,,,,,101918,,4873,,
,,,,,,,,,,,,,,101957,,4878,,
,,,,,,,,,,,,,,101967,,4880,,
,,,,,,,,,,,,,,101995,,4885,,
,,,,,,,,,,,,,,102042,,4888,,
,,,,,,,,,,,,,,102074,,4893,,
,,,,,,,,,,,,,,102160,,4894,,
,,,,,,,,,,,,,,102181,,4895,,
,,,,,,,,,,,,,,102199,,4896,,
,,,,,,,,,,,,,,102239,,4897,,
,,,,,,,,,,,,,,102257,,4913,,
,,,,,,,,,,,,,,102258,,4914,,
,,,,,,,,,,,,,,102263,,4917,,
,,,,,,,,,,,,,,102275,,4924,,
,,,,,,,,,,,,,,102276,,4925,,
,,,,,,,,,,,,,,102300,,4926,,
,,,,,,,,,,,,,,102304,,4930,,
,,,,,,,,,,,,,,102306,,4933,,
,,,,,,,,,,,,,,102328,,4938,,
,,,,,,,,,,,,,,102335,,4940,,
,,,,,,,,,,,,,,102352,,4944,,
,,,,,,,,,,,,,,102375,,4947,,
,,,,,,,,,,,,,,102379,,4955,,
,,,,,,,,,,,,,,102386,,4960,,
,,,,,,,,,,,,,,102388,,4963,,
,,,,,,,,,,,,,,102430,,4968,,
,,,,,,,,,,,,,,102433,,4969,,
,,,,,,,,,,,,,,102435,,4970,,
,,,,,,,,,,,,,,102437,,4974,,
,,,,,,,,,,,,,,102463,,4981,,
,,,,,,,,,,,,,,102475,,4983,,
,,,,,,,,,,,,,,102491,,4984,,
,,,,,,,,,,,,,,102505,,4988,,
,,,,,,,,,,,,,,102554,,4989,,
,,,,,,,,,,,,,,102583,,4992,,
,,,,,,,,,,,,,,102629,,4997,,
,,,,,,,,,,,,,,102661,,5000,,
,,,,,,,,,,,,,,102668,,5006,,
,,,,,,,,,,,,,,102670,,5010,,
,,,,,,,,,,,,,,102709,,5011,,
,,,,,,,,,,,,,,102735,,5018,,
,,,,,,,,,,,,,,102749,,5028,,
,,,,,,,,,,,,,,102757,,5038,,
,,,,,,,,,,,,,,102799,,5039,,
,,,,,,,,,,,,,,102901,,5040,,
,,,,,,,,,,,,,,102913,,5044,,
,,,,,,,,,,,,,,102922,,5058,,
,,,,,,,,,,,,,,102943,,5074,,
,,,,,,,,,,,,,,102965,,5077,,
,,,,,,,,,,,,,,102967,,5080,,
,,,,,,,,,,,,,,102977,,5081,,
,,,,,,,,,,,,,,102992,,5085,,
,,,,,,,,,,,,,,103000,,5090,,
,,,,,,,,,,,,,,103011,,5092,,
,,,,,,,,,,,,,,103045,,5095,,
,,,,,,,,,,,,,,103182,,5096,,
,,,,,,,,,,,,,,103192,,5103,,
,,,,,,,,,,,,,,103197,,5109,,
,,,,,,,,,,,,,,103229,,5118,,
,,,,,,,,,,,,,,103293,,5120,,
,,,,,,,,,,,,,,103332,,5121,,
,,,,,,,,,,,,,,103356,,5128,,
,,,,,,,,,,,,,,103362,,5129,,
